"receiver_id","purchasing_organisation","project_operatedby","installation_name","station_name","receiver_deployment_id","deployment_date","deployment_longitude","deployment_latitude","recovery_date","recovery_longitude","recovery_latitude","receiver_status"
"VR2W-101774","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Stanley Pool North Reef",11248332,2008-01-30 01:30:00,113.792777,-23.042707,2008-04-14 07:30:00,113.792777,-23.042707,"NEW"
"VR2W-101854","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skeleton Beach Skully North",11248736,2008-01-28 05:00:00,113.76782,-23.125883,2008-02-18 05:00:00,113.76782,-23.125883,"NEW"
"VR2W-101846","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skully Beach mid 1",11248592,2008-01-28 03:30:00,113.76971,-23.12863,2008-08-26 02:51:00,113.76971,-23.12863,"NEW"
"VR2W-101856","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skeleton Beach Skully inner",11248831,2008-01-28 02:30:00,113.76971,-23.12863,2008-02-18 11:20:00,113.76971,-23.12863,"NEW"
"VR2W-101845","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skully Beach South",11248541,2008-01-28 02:30:00,113.76998,-23.13008,2008-02-18 02:29:00,113.76998,-23.13008,"NEW"
"VR2W-101858","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","South Line 1",13873194,2008-01-28 01:30:00,113.75722,-23.12137,2008-08-19 07:52:46,113.75722,-23.12137,"NEW"
"VR3-UWM-42","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL12",2917407,2008-01-25 04:30:00,113.682533,-23.121853,2008-08-27 14:34:00,113.682533,-23.121853,NA
"VR3-UWM-34","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL11",2917406,2008-01-25 04:00:00,113.68995,-23.122632,2008-08-27 08:00:00,113.68995,-23.122632,NA
"VR2W-101779","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL7",2917442,2008-01-25 03:30:00,113.71917,-23.125885,2008-08-19 18:00:00,113.71917,-23.125885,"RECOVERED"
"VR3-UWM-28","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL10",2917405,2008-01-25 03:30:00,113.6973,-23.123332,2008-08-27 07:30:00,113.6973,-23.123332,NA
"VR2-5765c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL9",2917404,2008-01-25 03:00:00,113.704397,-23.124157,2008-08-27 07:00:00,113.704397,-23.124157,NA
"VR2-5764c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL8",2917403,2008-01-25 02:30:00,113.711813,-23.125295,2008-08-27 05:01:00,113.711813,-23.125295,NA
"VR2W-101778","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL6",2917402,2008-01-25 02:00:00,113.726443,-23.12694,2008-08-26 10:00:00,113.726443,-23.12694,"RECOVERED"
"VR2W-101777","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef South Line","SL5",2917401,2008-01-25 01:30:00,113.73395,-23.127575,2008-08-26 09:21:00,113.73395,-23.127575,"NEW"
"VR2W-101880","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","23rd Parallel West",2917409,2008-01-25 01:30:00,113.760602,-22.999883,2008-08-25 09:50:00,113.760602,-22.999883,"RECOVERED"
"VR2-5763c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL13",2917396,2008-01-24 04:30:00,113.580168,-22.583743,2008-08-23 05:00:00,113.580168,-22.583743,NA
"VR2-5762c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL12",2917395,2008-01-24 04:00:00,113.586958,-22.586123,2008-08-23 04:30:00,113.586958,-22.586123,NA
"VR2W-101857","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL11",2917394,2008-01-24 03:30:00,113.594042,-22.588797,2008-08-23 04:00:00,113.594042,-22.588797,NA
"VR2W-101851","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL10",2917393,2008-01-24 03:00:00,113.599607,-22.590932,2008-08-23 03:30:00,113.599607,-22.590932,NA
"VR2W-101850","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL9",2917392,2008-01-24 02:30:00,113.606963,-22.593238,2008-08-22 03:00:00,113.606963,-22.593238,NA
"VR2W-101849","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL8",2917391,2008-01-24 02:00:00,113.613337,-22.59563,2008-08-22 10:32:26,113.613337,-22.59563,NA
"VR2W-101772","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","South line 3",2917398,2008-01-24 01:30:00,113.7491,-23.1246,2008-02-18 00:20:00,113.7491,-23.1246,NA
"VR2W-101848","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL7",2917390,2008-01-24 01:30:00,113.620617,-22.598595,2008-08-22 02:30:00,113.620617,-22.598595,NA
"VR2W-101770","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL6",2917389,2008-01-23 03:30:00,113.627817,-22.602667,2008-08-24 09:55:00,113.627817,-22.602667,NA
"VR2W-101769","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL5",2917388,2008-01-23 03:00:00,113.634017,-22.605733,2008-08-23 09:53:00,113.634017,-22.605733,"DEPLOYED"
"VR2W-101768","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL4",2917387,2008-01-23 02:30:00,113.641283,-22.6085,2008-08-23 22:36:00,113.641283,-22.6085,NA
"VR2W-101767","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL3",2917386,2008-01-23 02:00:00,113.648517,-22.61115,2008-08-23 03:13:00,113.648517,-22.61115,NA
"VR2W-101766","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef Central Line","CL2",2917385,2008-01-23 01:30:00,113.65475,-22.612083,2008-08-23 02:51:00,113.65475,-22.612083,"DEPLOYED"
"VR2-5761c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL7",2917384,2008-01-22 04:00:00,113.898237,-21.878017,2008-08-21 04:00:00,113.898237,-21.878017,NA
"VR2-1849","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der08 Derwent - Upper",2235789,2008-01-22 01:30:00,147.21545,-42.73826,NA,NA,NA,"DEPLOYED"
"VR2-5760c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL6",2917383,2008-01-22 03:30:00,113.905375,-21.881117,2008-08-21 03:30:00,113.905375,-21.881117,NA
"VR2-1845","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der09 Derwent - Upper",2235790,2008-01-22 01:15:00,147.13923,-42.76876,NA,NA,NA,"RECOVERED"
"VR2-5759c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL5",2917382,2008-01-22 03:00:00,113.910408,-21.884278,2008-08-21 03:00:00,113.910408,-21.884278,NA
"VR2-5758c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL4",2917381,2008-01-22 02:30:00,113.917382,-21.887833,2008-08-21 02:30:00,113.917382,-21.887833,NA
"VR2-5757c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL3",2917380,2008-01-22 02:00:00,113.923263,-21.89179,2008-08-19 03:00:00,113.923263,-21.89179,NA
"VR2-1852","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der07 Derwent - Upper",2235784,2008-01-22 00:00:00,147.25585,-42.75342,NA,NA,NA,"RECOVERED"
"VR2-5756c","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL2",2917379,2008-01-22 01:30:00,113.929383,-21.895668,2008-08-19 02:30:00,113.929383,-21.895668,NA
"VR2-1850","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der03 Derwent - Upper",2235780,2008-01-15 00:30:00,147.32888,-42.83681,NA,NA,NA,"RECOVERED"
"VR2-4642","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der06 Derwent - Upper",2236294,2008-01-15 00:00:00,147.28262,-42.78521,NA,NA,NA,"RECOVERED"
"VR2-4643","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der05 Derwent - Upper",2235782,2008-01-14 23:50:00,147.28622,-42.7934,NA,NA,NA,"RECOVERED"
"VR2-4100","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der04 Derwent - Upper",2235781,2008-01-14 22:15:00,147.31379,-42.82337,NA,NA,NA,"DEPLOYED"
"VR2-1843","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","J1 Dennes Pt",2235945,2008-01-12 02:00:00,147.34097,-43.059047,NA,NA,NA,"RECOVERED"
"VR2-1858","CSIRO","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","B7 Derwent - Lower",2235764,2008-01-11 22:10:00,147.39905,-43.0381,2008-07-14 22:30:00,147.39905,-43.0381,NA
"VR2-1760","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","B6 Derwent - Lower",2235763,2008-01-11 21:50:00,147.39092,-43.03965,2008-07-13 22:30:00,147.39092,-43.03965,"RECOVERED"
"VR2-1839","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","B1 Derwent - Lower",2235757,2008-01-11 20:55:00,147.35032,-43.047852,2008-07-06 22:30:00,147.3503217,-43.047852,"RECOVERED"
"VR2-1863","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der02 Derwent - Upper",2235779,2007-12-22 00:16:00,147.34328,-42.87637,NA,NA,NA,"RECOVERED"
"VR2-1721","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","Der01 Derwent - Upper",2235778,2007-12-21 00:07:00,147.3492,-42.87566,NA,NA,NA,"RECOVERED"
"VR2W-101336","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Admiralty Osprey",1946448,2007-12-18 23:30:00,146.55567,-13.88817,NA,NA,NA,"RECOVERED"
"VR2W-101336","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Coral Castles",1946445,2007-12-16 23:30:00,146.588959,-13.917145,NA,NA,NA,"RECOVERED"
"VR2W-101337","IMOS-ATF","Coral Sea  Nautilus tracking project","Osprey Reef","North Entrance point",1946467,2007-12-12 07:55:00,146.562778,-13.922873,2008-05-23 00:22:43,146.562778,-13.922873,"RECOVERED"
"VR2W-101900","AIMS","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Mermaid 1",1946433,2007-12-12 02:30:00,119.6173667,-17.02743333,NA,NA,NA,"DEPLOYED"
"VR2W-101805","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Mermaid 2",1946439,2007-12-12 01:30:00,119.6476167,-17.06025,2008-11-18 12:48:00,119.6476167,-17.06025,"DEPLOYED"
"VR2W-101338","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Raging Horn",1946477,2007-12-11 23:30:00,146.555,-13.896667,2008-03-30 23:45:00,146.555,-13.896667,"RECOVERED"
"VR2W-101336","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Admiralty Osprey",1946441,2007-12-11 23:30:00,146.559444,-13.89,NA,NA,NA,"RECOVERED"
"VR2W-101904","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Clerke 5",1946442,2007-12-10 01:30:00,119.3787333,-17.29421667,2008-10-16 23:29:00,119.3787333,-17.29421667,"DEPLOYED"
"VR2W-101902","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Clerke 4",1946458,2007-12-09 03:30:00,119.3665667,-17.27765,2008-10-16 23:35:00,119.3665667,-17.27765,"DEPLOYED"
"VR2W-101907","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Clerke 6",1946446,2007-12-09 02:30:00,119.36285,-17.29355,2008-10-16 23:44:00,119.36285,-17.29355,"DEPLOYED"
"VR2W-101901","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Clerke 1",1946434,2007-12-09 01:30:00,119.35115,-17.24561667,2008-11-18 16:07:00,119.35115,-17.24561667,"DEPLOYED"
"VR2W-101338","SARDI  ","Coral Sea  Nautilus tracking project","Osprey Reef","Admiralty Osprey",1946475,2007-12-08 23:00:00,146.559444,-13.89,2007-12-11 23:15:00,146.559444,-13.89,"RECOVERED"
"VR2W-101905","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Clerke 3",1946444,2007-12-08 02:30:00,119.3763167,-17.2771,2008-10-16 23:42:00,119.3763167,-17.2771,"DEPLOYED"
"VR2W-101903","AIMS","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Clerke 2",1946436,2007-12-08 01:30:00,119.3741333,-17.27105,2008-10-16 23:11:00,119.3741333,-17.27105,"DEPLOYED"
"VR2W-101831","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB13A1",19977388,2007-12-04 13:30:00,113.910003662109,-21.9500007629395,2008-10-14 15:39:00,113.910003662109,-21.9500007629395,NA
"VR2W-101804","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 2",1946438,2007-12-04 02:30:00,118.96115,-17.49995,NA,NA,NA,"DEPLOYED"
"VR2W-101906","AIMS","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 7",1946437,2007-12-04 02:00:00,118.9675667,-17.60076667,NA,NA,NA,"DEPLOYED"
"VR2W-101806","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 6",1946440,2007-12-04 01:30:00,118.9642667,-17.56581667,NA,NA,NA,"DEPLOYED"
"VR2-7515","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","L3 Norfolk Bay - Dart Island",2236128,2007-12-03 21:30:00,147.843117,-43.02763,NA,NA,NA,"RECOVERED"
"VR2W-101868","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB2A",19975760,2007-12-03 13:30:00,113.910003662109,-21.9400005340576,2009-01-17 13:04:48,113.910003662109,-21.9400005340576,NA
"VR2W-101876","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB46A",19976388,2007-12-03 13:30:00,113.900001525879,-21.9599990844727,2008-10-21 13:43:15,113.900001525879,-21.9599990844727,NA
"VR2W-101899","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 4",1946451,2007-12-03 03:00:00,118.96405,-17.53613333,2008-11-18 12:29:00,118.96405,-17.53613333,"DEPLOYED"
"VR2W-101807","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 3",1946449,2007-12-03 02:30:00,118.9732,-17.53418333,2008-11-18 13:28:00,118.9732,-17.53418333,"DEPLOYED"
"VR2W-101802","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 1",1935433,2007-12-03 01:30:00,118.94215,-17.50016667,2008-11-24 16:52:25,118.94215,-17.50016667,"DEPLOYED"
"VR2W-101859","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB8B",19975646,2007-12-02 13:30:00,113.889999389648,-21.9899997711182,2008-08-15 22:37:28,113.889999389648,-21.9899997711182,"RECOVERED"
"VR2W-101869","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB71B",19975771,2007-12-02 13:30:00,113.900001525879,-21.9899997711182,2008-06-03 21:12:35,113.900001525879,-21.9899997711182,NA
"VR2W-101803","IMOS-ATF","Rowley Shoals reef shark tracking 2007","Rowley Shoals","Imperieuse 5",1935434,2007-12-02 02:00:00,118.9744667,-17.54853333,2008-11-18 13:51:00,118.9744667,-17.54853333,"DEPLOYED"
"VR2W-101833","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB69B",19977419,2007-12-01 13:30:00,113.900001525879,-21.9799995422363,2008-10-12 22:00:16,113.900001525879,-21.9799995422363,NA
"VR2W-101871","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB11C",19975809,2007-12-01 13:30:00,113.900001525879,-21.9799995422363,2008-06-01 23:25:45,113.900001525879,-21.9799995422363,NA
"VR2-3010","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","EH1 EagleHawk",2235804,2007-11-30 04:10:00,147.85855,-43.03915,NA,NA,NA,"RECOVERED"
"VR2-1842","CSIRO","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","EH2 EagleHawk",2235805,2007-11-30 03:42:00,147.8761333,-43.019083,NA,NA,NA,NA
"VR2-1856","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","D4 Norfolk Bay - Cascade Bay",2235774,2007-11-30 03:13:00,147.806605,-43.042593,NA,NA,NA,"RECOVERED"
"VR2-1844","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G2 Norfolk Bay - Princess Point",2235939,2007-11-30 02:31:00,147.7797417,-43.027343,NA,NA,NA,"LOST"
"VR2-1866","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","L1 Norfolk Bay - Dart Island",2235947,2007-11-30 01:30:00,147.8457533,-43.016618,NA,NA,NA,"RECOVERED"
"VR2-1838","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","L2 Norfolk Bay - Dart Island",2235948,2007-11-30 00:50:00,147.8445333,-43.021267,NA,NA,NA,"RECOVERED"
"VR2-4645","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","PW1 Pittwater",2235949,2007-11-29 22:10:00,147.6029,-42.829967,NA,NA,NA,"LOST"
"VR2-4099","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","PW2 Pittwater",2235950,2007-11-29 21:40:00,147.6152333,-42.8485,NA,NA,NA,"RECOVERED"
"VR2W-101838","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB5C",19977480,2007-11-29 16:30:00,113.900001525879,-21.9699993133545,2008-06-03 19:26:01,113.900001525879,-21.9699993133545,NA
"VR2W-101812","SARDI  ","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB9B",19977132,2007-11-29 13:30:00,113.900001525879,-21.9699993133545,2008-08-15 22:35:20,113.900001525879,-21.9699993133545,"NEW"
"VR2W-101875","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB68B",19976381,2007-11-29 13:30:00,113.900001525879,-21.9699993133545,2008-10-12 22:21:12,113.900001525879,-21.9699993133545,NA
"VR2-1876","CSIRO","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F9 Norfolk Bay - Ironstone Point",2235937,2007-11-29 04:10:00,147.8102967,-42.93954,NA,NA,NA,NA
"VR2-3012","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F8 Norfolk Bay - Ironstone Point",2235936,2007-11-29 04:00:00,147.8017667,-42.94295,2008-07-15 22:30:00,147.8017667,-42.94295,"RECOVERED"
"VR2-1745","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","F7 Norfolk Bay - Ironstone Point",2235818,2007-11-29 03:50:00,147.7940483,-42.945767,NA,NA,NA,"RECOVERED"
"VR2-1750","CSIRO","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G1 Norfolk Bay - Princess Point",2235938,2007-11-29 02:58:00,147.771635,-43.030803,NA,NA,NA,NA
"VR2-1719","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","A3 Derwent - Middle",2236107,2007-11-29 02:44:00,147.36485,-42.975282,NA,NA,NA,"RECOVERED"
"VR2-1873","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G3 Norfolk Bay - Princess Point",2235940,2007-11-29 01:57:00,147.789035,-43.024012,NA,NA,NA,"DEPLOYED"
"VR2W-1841","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G4 Norfolk Bay - Princess Point",2235941,2007-11-28 23:50:00,147.79898,-43.02019,NA,NA,NA,"DEPLOYED"
"VR2W-1809","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G5 Norfolk Bay - Princess Point",2235942,2007-11-28 23:40:00,147.8075017,-43.016357,NA,NA,NA,"RECOVERED"
"VR2-1766","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","G5 Norfolk Bay - Princess Point",2236056,2007-11-28 23:40:00,147.8075,-43.016357,NA,NA,NA,"RECOVERED"
"VR2C-5430","NSW Department of Primary Industries","NSW DPI - SEACAMS","Montague Island","Montague Island 2 Gutter West side",132740000,2007-11-28 22:40:00,150.2231,-36.2469,2008-10-21 03:00:00,150.2231,-36.2469,NA
"VR2C-5445","NSW Department of Primary Industries","NSW DPI - SEACAMS","Montague Island","Montague Island 1 Gutter North side",132739954,2007-11-28 22:10:00,150.2267,-36.2425,2008-10-20 23:20:00,150.2267,-36.2425,NA
"VR2W-101835","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB24A1",19977444,2007-11-28 13:30:00,113.930000305176,-21.9599990844727,2008-10-13 16:59:04,113.930000305176,-21.9599990844727,NA
"VR2-1768","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","A5 Derwent - Middle",2235756,2007-11-28 12:30:00,147.3859033,-42.976188,2008-07-14 22:30:00,147.3859033,-42.976188,"DAMAGED"
"VR2-1777","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","B5 Derwent - Lower",2235762,2007-11-28 12:30:00,147.3819633,-43.041295,2008-07-13 22:30:00,147.3819633,-43.041295,"RECOVERED"
"VR2-1773","Institute for Marine and Antarctic Studies (IMAS)","Seven Gill tracking in Coastal Tasmania","Seven Gill tracking in Coastal Tasmania","B2 Derwent - Lower",2235760,2007-11-28 12:30:00,147.3586733,-43.046392,2008-07-06 22:30:00,147.3586733,-43.046392,"RECOVERED"
"VR2C-5436","NSW Department of Primary Industries","NSW DPI - SEACAMS","Eden","Eden 2 Seahorse South",132738601,2007-11-28 01:30:00,149.9568,-37.0966,2008-11-01 04:00:00,149.9568,-37.0966,NA
"VR2W-101818","CSIRO","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB39",19977193,2007-11-27 13:30:00,113.919998168945,-21.9699993133545,2008-10-11 17:09:52,113.919998168945,-21.9699993133545,NA
"VR2W-101867","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","CSIRO Ningaloo Reef","MB1A",19975749,2007-11-27 13:30:00,113.889999389648,-22.0100002288818,2008-10-10 14:05:45,113.889999389648,-22.0100002288818,NA
